amie,nombre_ie,tipo,sostenimiento,provincia,canton,parroquia,lat,lon
11H01054,ESCUELA DE EDUCACIÓN BÁSICA ROSARIO LUCRECIA APOLO LARREATEGUI,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.308080007,-79.92727733
11H01053,ESCUELA DE EDUCACIÓN BÁSICA CARLOS MARX,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.300050491,-79.90719884
11H01052,UNIDAD EDUCATIVA DEL MILENIO 5 DE JUNIO,MATRIZ,FISCAL,LOJA,MACARÁ,MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA),-4.385777211,-79.95236117
11H01051,ESCUELA DE EDUCACION BÁSICA SEGUNDO ABELARDO ACARO,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.316111111,-79.89027784
11H01049,ESCUELA DE EDUCACION BASICA SALVADOR BUSTAMANTE CELI,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.336922736,-79.9238225
11H01048,ESCUELA DE EDUCACIÓN BÁSICA JOHN F. KENNEDY,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.379203219,-79.94063518
11H01047,ESCUELA DE EDUCACIÓN BÁSICA EMILIO BUSTAMANTE MORA,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.393449718,-79.8457513
11H01046,COLEGIO DE BACHILLERATO MACARÁ,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.373923764,-79.939219
11H01045,ESCUELA DE EDUCACIÓN BÁSICA CARLOS GUERRA BOADA,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.409583304,-79.87522218
11H01044,ESCUELA DE EDUCACIÓN BÁSICA MAXIMILIANO ROMÁN,MATRIZ,FISCAL,LOJA,MACARÁ,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,-4.352527779,-79.87783335
11H00573,ESCUELA DE EDUCACION BASICA LIC JOSÉ VICENTE MASACHE CUEVA,MATRIZ,FISCAL,LOJA,SOZORANGA,SOZORANGA,-4.22461025,-79.77460581
11H00566,ESCUELA DE EDUCACION BASICA CENTINELA DEL SUR,MATRIZ,FISCAL,LOJA,SOZORANGA,SOZORANGA,-4.21028587,-79.76477259
11H00562,ESCUELA DE EDUCACIÓN BÁSICA IGNACIO DE VEINTIMILLA,MATRIZ,FISCAL,LOJA,SOZORANGA,SOZORANGA,-4.176987171,-79.77886907
11H00560,ESCUELA DE EDUCACIÓN BÁSICA DR. ERNESTO ALBAN GOMEZ,MATRIZ,FISCAL,LOJA,SOZORANGA,SOZORANGA,-4.205681326,-79.73813692
11H00557,ESCUELA DE EDUCACION BASICA MARCO AURELIO SUBÍA MARTINEZ,MATRIZ,FISCAL,LOJA,SOZORANGA,SOZORANGA,-4.195396384,-79.74721994
11H00556,ESCUELA DE EDUCACION BASICA MAXIMILIANO WITT,MATRIZ,FISCAL,LOJA,SOZORANGA,SOZORANGA,-4.253425542,-79.75112649
11H01978,UNIDAD EDUCATIVA PARTICULAR HAPPY KIDS LEARNING CENTER,MATRIZ,PARTICULAR,LOJA,CALVAS,CARIAMANGA,-4.32349786,-79.5545248
11H01977,UNIDAD EDUCATIVA FISCOMISIONAL PCEI HNO. ÁNGEL PASTRANA CORRAL,EXTENSIÓN,FISCOMISIONAL,LOJA,CALVAS,CARIAMANGA,-4.326569476,-79.55534298
11H01968,ESCUELA DE EDUCACIÓN BÁSICA SAGRADO CORAZÓN DE JESÚS,MATRIZ,FISCOMISIONAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.250820983,-79.52560304
11H01890,ESCUELA DE EDUCACION BASICA MARIA ANTONIETA RODRIGUEZ,MATRIZ,FISCAL,LOJA,CALVAS,CARIAMANGA,-4.384735441,-79.601423
11H01861,ESCUELA DE EDUCACION BASICA JOSE ANGEL ALEJANDRO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.210890753,-79.509076
11H01821,ESCUELA DE EDUCACION BASICA NAUN BRIONES,MATRIZ,FISCAL,LOJA,SOZORANGA,SOZORANGA,-4.133488297,-79.83114679
11H01818,ESCUELA DE EDUCACION BASICA GONZALO PROCEL JARAMILLO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,PURUNUMA,-4.181862383,-79.32877401
11H01782,ESCUELA DE EDUCACIÓN BÁSICA EL CISNE,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,COLAISACA,-4.221659279,-79.7393388
11H01716,ESCUELA DE EDUCACIÓN BÁSICA CAUPOLICAN,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.328301299,-79.432878
11H01715,ESCUELA DE EDUCACION BASICA JOSE ESPIRITU SANTO CORREA,MATRIZ,FISCAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-4.348297823,-79.41889794
11H01714,ESCUELA DE EDUCACION BASICA ISLA SAN CRISTOBAL,MATRIZ,FISCAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-4.389554598,-79.41730943
11H01713,ESCUELA DE EDUCACION BASICA HERNANDO DE SANTILLAN,MATRIZ,FISCAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-4.376915192,-79.42323117
11H01712,ESCUELA DE EDUCACION BASICA 30 DE SEPTIEMBRE,MATRIZ,FISCAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-4.397431387,-79.40495563
11H01709,UNIDAD EDUCATIVA LIC. MIGUEL ANTOLIANO SALINAS JARAMILLO,MATRIZ,FISCAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-4.364030642,-79.39864932
11H01708,ESCUELA DE EDUCACION BASICA VITERI FROILAN JIMENEZ GRANDA,MATRIZ,FISCAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-4.365426161,-79.41599864
11H01706,ESCUELA DE EDUCACION BASICA JUAN MANOSALVAS,MATRIZ,FISCAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-4.350662865,-79.42831558
11H01704,ESCUELA DE EDUCACION BASICA LUIS ALBERTO SOTOMAYOR,MATRIZ,FISCAL,LOJA,QUILANGA,FUNDOCHAMBA,-4.328885425,-79.40559334
11H01702,ESCUELA DE EDUCACION BASICA JOAQUIN AÑAZCO,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.352392585,-79.43390113
11H01697,ESCUELA DE EDUCACION BASICA IGNACIO ALCOCER,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.310802996,-79.37072821
11H01691,ESCUELA DE EDUCACION BASICA FRANCISCO JAVIER RIOFRIO,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.278754802,-79.45632908
11H01690,ESCUELA DE EDUCACION BASICA CARLOS MANUEL OJEDA PALACIOS,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.309325834,-79.4355992
11H01689,UNIDAD EDUCATIVA QUILANGA,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.294447466,-79.40195475
11H01686,ESCUELA DE EDUCACION BASICA MANUEL ZAMBRANO,MATRIZ,FISCAL,LOJA,QUILANGA,FUNDOCHAMBA,-4.345821134,-79.39874756
11H01685,ESCUELA DE EDUCACION BASICA ROSARIO G DE MURILLO,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.282769967,-79.42487596
11H01683,ESCUELA DE EDUCACION BASICA DOCTOR LUIS FELIPE MORA,MATRIZ,FISCAL,LOJA,QUILANGA,QUILANGA,-4.300037468,-79.45008387
11H01042,ESCUELA DE EDUCACIÓN BÁSICA BARTOLOME RUIZ,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.182043017,-79.483393
11H01041,UNIDAD EDUCATIVA JOSÉ FÉLIX DE VALDIVIESO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.153638258,-79.5174917
11H01040,ESCUELA DE EDUCACION BASICA GALAPAGOS,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.177933002,-79.50316806
11H01036,ESCUELA DE EDUCACION BASICA NEWTON,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.095154478,-79.53111446
11H01032,ESCUELA DE EDUCACION BASICA ADAN CASTILLO CAÑAR,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.129334639,-79.54571022
11H01030,ESCUELA DE EDUCACIÓN BÁSICA JORGE JUAN HERRERA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.162201349,-79.58694603
11H01029,ESCUELA DE EDUCACIÓN BÁSICA REINA DEL CISNE,MATRIZ,FISCOMISIONAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.239423003,-79.55741093
11H01028,ESCUELA DE EDUCACION BASICA TRATADO DE GIRON,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.129881742,-79.51815705
11H01027,ESCUELA DE EDUCACION BASICA ESTADOS UNIDOS,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.132522264,-79.50876316
11H01026,UNIDAD EDUCATIVA CIUDAD DE GONZANAMÁ,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.18127652,-79.52399456
11H01025,ESCUELA DE EDUCACION BASICA CAMILO PONCE ENRIQUEZ,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.144427009,-79.5713819
11H01022,ESCUELA DE EDUCACION BASICA REINALDO CUEVA BORRERO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,SACAPALCA,-4.158787727,-79.55891555
11H01021,ESCUELA DE EDUCACION BASICA CLORINDA ANTONIA JARAMILLO RIOS,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.258758742,-79.5155453
11H01020,ESCUELA DE EDUCACION BASICA RAQUEL BENIGNA ESPINOZA FIGUEROA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,PURUNUMA,-4.194434029,-79.33913853
11H01016,ESCUELA DE EDUCACIÓN BÁSICA ARCADIO MENDIETA,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,SAN VICENTE,-4.291911753,-79.50551387
11H01011,ESCUELA DE EDUCACION BASICA MIGUEL ANGEL ALVAREZ CASTILLO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,PURUNUMA,-4.179194869,-79.39079087
11H01009,UNIDAD EDUCATIVA PURUNUMA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,PURUNUMA,-4.21092384,-79.37247419
11H01004,ESCUELA DE EDUCACION BASICA DR. JUAN FRANCISCO RUBIO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,PURUNUMA,-4.19079993,-79.36757726
11H01002,ESCUELA DE EDUCACION BASICA DR. JOSE MARIA RIOFRIO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.112118995,-79.34698284
11H01001,ESCUELA DE EDUCACION BASICA AGUSTIN LUNA LUDEÑA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.130193947,-79.40317567
11H00999,ESCUELA DE EDUCACION BASICA ABEL ABIATAR QUEVEDO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.109057473,-79.45967437
11H00998,ESCUELA DE EDUCACION BASICA JOSE MARIA BURNEO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.138379551,-79.48676883
11H00994,ESCUELA DE EDUCACION BASICA VICENTE ROCAFUERTE,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.161112504,-79.47301545
11H00992,ESCUELA DE EDUCACION BASICA PROVINCIA DE LOJA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.097060138,-79.43612511
11H00991,ESCUELA DE EDUCACION BASICA DANIEL SALVADOR OJEDA LUNA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.164208258,-79.42281085
11H00987,ESCUELA DE EDUCACION BASICA ROSA DELGADO RIOFRIO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.095613466,-79.35114985
11H00986,ESCUELA DE EDUCACIÓN BÁSICA “JOSÉ HIPÓLITO GALVÁN JARAMILLO”,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.082527764,-79.44377779
11H00985,ESCUELA DE EDUCACION BASICA DOMINGA LEON DE ANDRADE,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.14698588,-79.36685788
11H00983,ESCUELA DE EDUCACION BASICA AGRIPINA LUZURIAGA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.165899789,-79.43672126
11H00982,ESCUELA DE EDUCACION BASICA SEGUNDO CUEVA CELI,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.047761331,-79.3893525
11H00981,ESCUELA DE EDUCACION BASICA MANUEL JOSE JARAMILLO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.130470055,-79.37235157
11H00978,ESCUELA DE EDUCACION BASICA RIO GUAYAS,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.104138542,-79.50907396
11H00976,ESCUELA DE EDUCACION BASICA MANUEL CHAVEZ PAREDES,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.050771335,-79.52117203
11H00975,ESCUELA DE EDUCACION BASICA 12 DE JUNIO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.102874492,-79.46090804
11H00973,UNIDAD EDUCATIVA NAMBACOLA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,NAMBACOLA,-4.140850402,-79.43310212
11H00971,ESCUELA DE EDUCACION BASICA SANTA TERESA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.175404908,-79.5558407
11H00969,ESCUELA DE EDUCACIÓN BÁSICA RÍO SARAGURO,MATRIZ,FISCAL,LOJA,CALVAS,SAN VICENTE,-4.305063462,-79.49736381
11H00966,ESCUELA DE EDUCACION BASICA PUERTO BOLIVAR,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.191715453,-79.57345896
11H00965,ESCUELA DE EDUCACION BASICA JUAN DELGADO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.26043011,-79.48487792
11H00963,UNIDAD EDUCATIVA INDOAMÉRICA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.220407681,-79.52414656
11H00960,ESCUELA DE EDUCACION BASICA VALDIVIA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.243372923,-79.50936804
11H00959,ESCUELA DE EDUCACIÓN BÁSICA SANTA MARIANITA DE JESÚS,MATRIZ,FISCOMISIONAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.234690937,-79.53334594
11H00957,UNIDAD EDUCATIVA SAN VICENTE DE PAÚL,MATRIZ,FISCOMISIONAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.222472259,-79.5238889
11H00955,ESCUELA DE EDUCACIÓN BÁSICA NUESTRA SEÑORA DE LA NUBE,MATRIZ,FISCOMISIONAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.229347643,-79.50555989
11H00951,ESCUELA DE EDUCACION BASICA PROFESORA CRIMILDA TORRES DE GUARNIZO,MATRIZ,FISCAL,LOJA,CALVAS,CARIAMANGA,-4.278690274,-79.5228417
11H00948,ESCUELA DE EDUCACION BASICA ANTONIO DE ULLOA ( NARANJILLO),MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.218344172,-79.56674419
11H00947,ESCUELA DE EDUCACION BASICA DR ALFREDO PEREZ GUERRERO,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.235954013,-79.56308984
11H00946,ESCUELA DE EDUCACION BASICA PROF ROSALINA PIEDRA OJEDA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,CHANGAIMINA,-4.237733431,-79.54743623
11H00945,ESCUELA DE EDUCACION BASICA DR CARLOS ANDRADE MARIN,MATRIZ,FISCAL,LOJA,GONZANAMÁ,GONZANAMÁ,-4.274758962,-79.47262873
11H00940,ESCUELA DE EDUCACIÓN BÁSICA AMBROSIO CEVALLOS,MATRIZ,FISCAL,LOJA,GONZANAMÁ,GONZANAMÁ,-4.211295707,-79.41850148
11H00937,UNIDAD EDUCATIVA FISCOMISIONAL PADRE JORGE ABIATAR QUEVEDO FIGUEROA,MATRIZ,FISCOMISIONAL,LOJA,GONZANAMÁ,GONZANAMÁ,-4.228975493,-79.4353834
11H00929,UNIDAD EDUCATIVA GONZANAMA,MATRIZ,FISCAL,LOJA,GONZANAMÁ,GONZANAMÁ,-4.232313429,-79.43493397
11H00631,ESCUELA DE EDUCACION BASICA GONZALO ZALDUMBIDE,MATRIZ,FISCAL,LOJA,CALVAS,SANGUILLÍN,-4.469744145,-79.54030843
11H00630,UNIDAD EDUCATIVA SANGUILLIN,MATRIZ,FISCAL,LOJA,CALVAS,SANGUILLÍN,-4.460003188,-79.51684382
11H00628,ESCUELA DE EDUCACION BASICA NUMA POMPILIO LLONA CRISTO REY,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.379962271,-79.53299997
11H00626,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL JORGE ICAZA SANTA FE,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,SANGUILLÍN,-4.460447258,-79.5440887
11H00624,ESCUELA DE EDUCACION BASICA LIC. SALOMON SARANGO,MATRIZ,FISCAL,LOJA,CALVAS,SANGUILLÍN,-4.512357292,-79.53055753
11H00622,ESCUELA DE EDUCACIÓN BÁSICA LA CRUZ,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,SANGUILLÍN,-4.470130321,-79.50259519
11H00621,ESCUELA DE EDUCACIÓN BÁSICA SANTA MARIANA DE JESÚS,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,SANGUILLÍN,-4.408665662,-79.51498207
11H00620,ESCUELA DE EDUCACIÓN BÁSICA REINA DEL CISNE,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,SANGUILLÍN,-4.431238066,-79.5138648
11H00616,UNIDAD EDUCATIVA UTUANA,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.362041701,-79.70785292
11H00615,ESCUELA DE EDUCACION BASICA SANTA MARIANITA,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,UTUANA,-4.365972198,-79.63563888
11H00613,ESCUELA DE EDUCACION BASICA GUTTEMBERG,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.334755224,-79.65191854
11H00612,ESCUELA DE EDUCACION BASICA FISCOMISIONAL LA LIBERTAD,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,UTUANA,-4.346734915,-79.62950822
11H00610,ESCUELA DE EDUCACION BASICA DR BENJAMIN CEVALLOS,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.353397453,-79.65122707
11H00608,ESCUELA DE EDUCACION BASICA SERVIO MONTERO,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.386544994,-79.70970245
11H00604,ESCUELA DE EDUCACION BASICA DR. NEPTALI CARRASCO,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.40685039,-79.6385411
11H00602,ESCUELA DE EDUCACION BASICA CARLOS CUADRADO LEON,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.394637168,-79.71140889
11H00601,ESCUELA DE EDUCACION BASICA JUAN DE DIOS MALDONADO,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.386299026,-79.65126378
11H00599,ESCUELA DE EDUCACION BASICA FRANCISCO CHIGUA,MATRIZ,FISCAL,LOJA,CALVAS,UTUANA,-4.325324807,-79.72694921
11H00598,ESCUELA DE EDUCACION BASICA ING. ALFONSO VALDIVIEZO,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.379588786,-79.46440585
11H00597,ESCUELA DE EDUCACION BASICA GERONIMO CARRION,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.364481491,-79.50194172
11H00595,ESCUELA DE EDUCACION BASICA CIUDAD DE MADRID,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.391803988,-79.44572941
11H00594,ESCUELA DE EDUCACION BASICA JOSE HERIBERTO JIMENEZ,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.403305556,-79.48169446
11H00593,ESCUELA DE EDUCACION BASICA REINO DE LOS SHYRIS,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.425335375,-79.47968049
11H00592,ESCUELA DE EDUCACION BASICA PENINSULA IBERICA,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.387918208,-79.43216989
11H00591,ESCUELA DE EDUCACION BASICA SEGUNDO CORREA,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.384155313,-79.44200821
11H00589,ESCUELA DE EDUCACIÓN BÁSICA MANUEL JIMENEZ,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.409311691,-79.4889174
11H00586,ESCUELA DE EDUCACION BASICA JUAN JOSE HERRERA OJEDA,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.393219968,-79.50411056
11H00585,ESCUELA DE EDUCACIÓN BÁSICA CARLOS MONTUFAR,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.400552968,-79.46895355
11H00583,ESCUELA DE EDUCACION BASICA HUGO COLON RODRIGUEZ,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.405955779,-79.44500927
11H00582,UNIDAD EDUCATIVA 14 DE OCTUBRE,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.399416982,-79.46306474
11H00581,ESCUELA DE EDUCACION BASICA GARCIA MORENO,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.431486235,-79.49306862
11H00580,ESCUELA DE EDUCACION BASICA PADRE ESTEBAN NARGANES GARCIA,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,EL LUCERO,-4.409283091,-79.47352461
11H00578,ESCUELA DE EDUCACION BASICA PEDRO PERALTA NOVILLO,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.357138441,-79.51738978
11H00577,UNIDAD EDUCATIVA EDMUNDO CEVALLOS AGUIRRE,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.318684595,-79.69402047
11H00575,ESCUELA DE EDUCACIÓN BÁSICA HITLER ROBERTO CORONEL JARAMILLO,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.244663995,-79.72774667
11H00574,UNIDAD EDUCATIVA HIPOLITO AMADOR LOAIZA DAVILA,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.259935465,-79.7170544
11H00572,ESCUELA DE EDUCACION BASICA JESUS DEL GRAN PODER,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.277638024,-79.73920795
11H00571,ESCUELA DE EDUCACION BASICA JOSE JAVIER CABRERA JIMA,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.218488979,-79.74415129
11H00570,ESCUELA DE EDUCACIÓN BÁSICA LA DOLOROSA,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,COLAISACA,-4.269172488,-79.63779754
11H00568,ESCUELA DE EDUCACION BASICA SERVILIO LUDEÑA GAHONA,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.258330462,-79.64977124
11H00565,ESCUELA DE EDUCACION BASICA CARLOS CEVALLOS VALDIVIESO,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.278385172,-79.70524331
11H00564,ESCUELA DE EDUCACION BASICA FISCOMISIONAL HNO. SANTIAGO FERNANDEZ GARCIA,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,COLAISACA,-4.26493578,-79.71264643
11H00563,ESCUELA DE EDUCACION BASICA 11 DE NOVIEMBRE,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.300994884,-79.72187164
11H00561,ESCUELA DE EDUCACIÓN BÁSICA ROSA LOAIZA VALAREZO,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.277801557,-79.75117748
11H00559,ESCUELA DE EDUCACION BASICA SAN VICENTE FERRER,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,COLAISACA,-4.268678445,-79.75438682
11H00554,ESCUELA DE EDUCACION BASICA BATALLON CABO MINACHO,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.277544137,-79.69259395
11H00553,ESCUELA DE EDUCACION BASICA PIEDAD LARREA BORJA,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.29956546,-79.73926697
11H00552,ESCUELA DE EDUCACION BASICA HERMANO AGUSTIN VILLAREAL DELGADO,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,COLAISACA,-4.226210067,-79.72254952
11H00551,ESCUELA DE EDUCACION BASICA DR JOSE PERALTA,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.313934489,-79.66541063
11H00550,ESCUELA DE EDUCACION BASICA BATALLON DEL SUR,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.286039971,-79.67356327
11H00549,ESCUELA DE EDUCACION BASICA ROBERTH OWEN,MATRIZ,FISCAL,LOJA,CALVAS,COLAISACA,-4.287316718,-79.65986485
11H00547,UNIDAD EDUCATIVA ELOY ALFARO,MATRIZ,FISCAL,LOJA,CALVAS,CARIAMANGA,-4.326976221,-79.5530449
11H00544,ESCUELA DE EDUCACIÓN BÁSICA IMBABURA,MATRIZ,FISCAL,LOJA,CALVAS,CARIAMANGA,-4.300421751,-79.55535148
11H00542,ESCUELA DE EDUCACIÓN BÁSICA ANTONIO CASTILLO HERMANO MIGUEL,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,SAN VICENTE,-4.322817656,-79.52113287
11H00541,UNIDAD EDUCATIVA CHILE,MATRIZ,FISCAL,LOJA,CALVAS,CARIAMANGA,-4.326447342,-79.55892463
11H00540,ESCUELA DE EDUCACION BASICA GERARDO GUEVARA BARBA,MATRIZ,FISCAL,LOJA,CALVAS,SAN VICENTE,-4.345758488,-79.49786317
11H00539,ESCUELA DE EDUCACIÓN BÁSICA LUIS VARGAS TORRES,MATRIZ,FISCAL,LOJA,CALVAS,EL LUCERO,-4.348954861,-79.45395302
11H00536,ESCUELA DE EDUCACION BASICA SAN VICENTE,MATRIZ,FISCAL,LOJA,CALVAS,CHILE,-4.356811817,-79.59065726
11H00535,ESCUELA DE EDUCACIÓN BÁSICA SAN JUAN EVANGELISTA,MATRIZ,FISCOMISIONAL,LOJA,CALVAS,CHILE,-4.364602465,-79.61287213
11H00534,ESCUELA DE EDUCACION BASICA DR. CARLOS ARROYO DEL RIO,MATRIZ,FISCAL,LOJA,CALVAS,CHILE,-4.329400049,-79.61882783
11H00532,UNIDAD EDUCATIVA AMBATO,MATRIZ,FISCAL,LOJA,CALVAS,CARIAMANGA,-4.328654961,-79.56096191
